,Id,Text,Sentiment,Timestamp,User,Platform,Hashtags,Retweets,Likes,Country,Year,Month,Day,Hour,Cleaned_Text,Predicted_Sentiment
390,395,Captivated by the ethereal beauty of a field filled with fireflies. ,Positive,2022-08-10 22:00:00, NightSkyObserver ,Instagram, #Enchantment #FireflyField              ,25.0,50.0,Brazil,2022,2022-08,10,22,captivated ethereal beauty field filled firefly,Positive
391,396,Immersed in the enchanting melodies of a street musician's violin. ,Neutral,2019-04-05 17:30:00, MusicLover      ,Twitter, #Melodic #StreetMusic                   ,18.0,35.0,France,2019,2019-04,5,17,immersed enchanting melody street musician violin,Neutral
392,397,Joyful laughter resonates through a lively summer carnival.         ,Neutral,2020-12-15 15:45:00, CarnivalGoer    ,Facebook, #FestiveJoy #SummerCarnival             ,22.0,45.0,Japan,2020,2020-12,15,15,joyful laughter resonates lively summer carnival,Positive
393,398,Exploring the universe within during a mindful meditation session. ,Neutral,2017-10-20 08:15:00, MindfulExplorer ,Instagram, #InnerJourney #MeditationBliss          ,35.0,70.0,Canada,2017,2017-10,20,8,exploring universe within mindful meditation session,Neutral
394,399,Soaring like a free spirit on the winds of a coastal cliff.        ,Neutral,2021-02-28 13:00:00, CoastalExplorer ,Twitter, #Freedom #CoastalAdventure              ,30.0,60.0,Australia,2021,2021-02,28,13,soaring like free spirit wind coastal cliff,Positive
395,400,Dazzled by the elegance of a masquerade ball's dazzling costumes. ,Neutral,2018-06-12 20:30:00, MasqueradeAttendee ,Facebook, #Dazzle #MasqueradeElegance            ,28.0,55.0,UK,2018,2018-06,12,20,dazzled elegance masquerade ball dazzling costume,Positive
396,401,Whimsical delight in a world of whimsical fairy tales.             ,Positive,2016-03-08 14:20:00, FairyTaleAdventurer ,Instagram, #Whimsy #FairyTaleMagic                 ,20.0,40.0,USA,2016,2016-03,8,14,whimsical delight world whimsical fairy tale,Positive
397,402,Reflective contemplation amid the ruins of a forgotten era.        ,Positive,2023-04-18 17:10:00, RuinsExplorer   ,Twitter, #Reflection #ForgottenEra               ,18.0,35.0,Greece,2023,2023-04,18,17,reflective contemplation amid ruin forgotten era,Negative
398,403,Riding the adrenaline rush on a rollercoaster's wild twists.      ,Neutral,2020-07-25 12:45:00, ThrillSeeker    ,Facebook, #Adrenaline #RollercoasterThrills      ,22.0,45.0,Germany,2020,2020-07,25,12,riding adrenaline rush rollercoasters wild twist,Neutral
399,404,Harmony resonates as musicians play a symphony of unity.           ,Positive,2019-11-30 19:30:00, MusicHarmonist  ,Instagram, #Harmony #MusicalUnity                   ,35.0,70.0,Sweden,2019,2019-11,30,19,harmony resonates musician play symphony unity,Positive
400,405,A burst of artistic creativity in the quietude of an artist's studio. ,Neutral,2015-09-01 16:00:00, StudioArtist    ,Twitter, #ArtisticBurst #StudioCreativity       ,15.0,30.0,Italy,2015,2015-09,1,16,burst artistic creativity quietude artist studio,Positive
401,406,Radiant joy akin to blossoming flowers on a sunlit spring morning. ,Positive,2022-05-05 10:15:00, SpringEnthusiast ,Facebook, #Radiance #SpringBlooms                 ,25.0,50.0,Netherlands,2022,2022-05,5,10,radiant joy akin blossoming flower sunlit spring morning,Positive
402,407,Awe-inspired by the vastness of the cosmos on a stargazing night.   ,Positive,2018-07-08 23:00:00, CosmosExplorer  ,Instagram, #Wonder #StargazingAdventure            ,40.0,80.0,South Africa,2018,2018-07,8,23,aweinspired vastness cosmos stargazing night,Neutral
403,408,Rejuvenated by the salty breeze and the sound of waves at the seaside. ,Positive,2021-09-20 14:30:00, SeaBreezeLover ,Twitter, #Rejuvenation #SeasideEscape            ,18.0,35.0,Spain,2021,2021-09,20,14,rejuvenated salty breeze sound wave seaside,Neutral
404,409,Whispers of inspiration from the rustling leaves in a serene forest. ,Positive,2016-11-15 11:45:00, ForestDreamer   ,Facebook, #Inspiration #ForestWhispers            ,28.0,55.0,Portugal,2016,2016-11,15,11,whisper inspiration rustling leaf serene forest,Positive
405,410,Savoring the warmth of a cup of cocoa on a chilly winter evening.   ,Positive,2020-01-12 18:00:00, WinterWarmth    ,Instagram, #Coziness #WarmWinterEvening           ,30.0,60.0,Switzerland,2020,2020-01,12,18,savoring warmth cup cocoa chilly winter evening,Positive
406,411,Heartfelt gratitude for the laughter shared during a family reunion. ,Positive,2017-12-28 19:15:00, FamilyGatherer ,Facebook, #Gratitude #FamilyLaughter              ,22.0,45.0,Austria,2017,2017-12,28,19,heartfelt gratitude laughter shared family reunion,Positive
407,412,"Embarking on a culinary odyssey, savoring flavors around the world. ",Positive,2019-03-02 20:20:00, CulinaryExplorer ,Twitter, #CulinaryOdyssey #FlavorsAroundTheWorld ,35.0,70.0,Belgium,2019,2019-03,2,20,embarking culinary odyssey savoring flavor around world,Neutral
408,413,Euphoria floods in as the final puzzle piece fits perfectly.       ,Positive,2022-06-08 15:30:00, PuzzleSolver    ,Instagram, #Euphoria #PerfectPuzzle               ,20.0,40.0,Denmark,2022,2022-06,8,15,euphoria flood final puzzle piece fit perfectly,Positive
409,414,Awe-struck by the grandeur of an ancient cathedral's intricate architecture. ,Positive,2018-08-18 14:45:00, CathedralVisitor ,Facebook, #Awe #ArchitecturalGrandeur            ,18.0,35.0,Czech Republic,2018,2018-08,18,14,awestruck grandeur ancient cathedral intricate architecture,Positive
410,415,Curiosity awakened by the mysteries of an ancient archaeological site. ,Neutral,2015-11-08 10:00:00, ArchaeologyEnthusiast ,Instagram, #Curiosity #AncientMysteries          ,18.0,35.0,Australia,2015,2015-11,8,10,curiosity awakened mystery ancient archaeological site,Neutral
411,416,Giddy with excitement as the first snowflakes dance from the sky. ,Positive,2020-12-02 17:30:00, SnowfallEnthusiast ,Twitter, #Excitement #SnowfallMagic             ,22.0,45.0,Canada,2020,2020-12,2,17,giddy excitement first snowflake dance sky,Positive
412,417,Contentment envelops as the aroma of freshly baked bread fills the air. ,Positive,2017-06-10 12:15:00, BreadLover     ,Instagram, #Contentment #FreshBreadAroma          ,28.0,55.0,France,2017,2017-06,10,12,contentment envelops aroma freshly baked bread fill air,Positive
413,418,Inspired by the resilience of a lone tree standing tall in a storm. ,Positive,2021-04-15 14:20:00, NatureResilient ,Facebook, #Resilience #StandingTall              ,35.0,70.0,USA,2021,2021-04,15,14,inspired resilience lone tree standing tall storm,Positive
414,419,"Lost in the pages of a captivating novel, transported to another world. ",Positive,2019-09-28 19:45:00, Bookworm       ,Twitter, #Immersion #CaptivatingNovel           ,20.0,40.0,UK,2019,2019-09,28,19,lost page captivating novel transported another world,Neutral
415,420,Drenched in nostalgia while flipping through an old family photo album. ,Neutral,2016-12-05 21:00:00, FamilyHistorian ,Instagram, #Nostalgia #FamilyPhotoAlbum           ,25.0,50.0,India,2016,2016-12,5,21,drenched nostalgia flipping old family photo album,Neutral
416,421,Spark of inspiration ignites like a shooting star in the night sky. ,Positive,2018-02-10 23:30:00, NightSkyWatcher ,Facebook, #Spark #InspirationIgnited             ,30.0,60.0,Australia,2018,2018-02,10,23,spark inspiration ignites like shooting star night sky,Positive
417,422,Imbued with gratitude for the simple pleasure of a warm cup of tea. ,Positive,2023-02-15 08:30:00, TeaEnthusiast  ,Twitter, #Gratitude #WarmTea                    ,18.0,35.0,Japan,2023,2023-02,15,8,imbued gratitude simple pleasure warm cup tea,Positive
418,423,Marveling at the kaleidoscope of colors in a vibrant street market. ,Positive,2015-08-22 15:00:00, MarketExplorer ,Instagram, #Marvel #ColorfulStreetMarket          ,22.0,45.0,Brazil,2015,2015-08,22,15,marveling kaleidoscope color vibrant street market,Positive
419,424,Awash with serenity as the sun sets over a tranquil lakeside retreat. ,Positive,2020-11-20 18:45:00, LakesideRetreater ,Facebook, #Serenity #TranquilSunset              ,28.0,55.0,Germany,2020,2020-11,20,18,awash serenity sun set tranquil lakeside retreat,Positive
420,425,Drowning in sorrow as memories of lost love resurface.            ,Negative,2019-08-05 21:00:00, LostInLove      ,Instagram, #Heartbreak #LostLove                    ,15.0,30.0,USA,2019,2019-08,5,21,drowning sorrow memory lost love resurface,Negative
421,426,Numbness sets in as the weight of loneliness grows heavier.       ,Negative,2021-02-12 16:45:00, SolitudeSeeker ,Twitter, #Loneliness #HeavyHeart                  ,18.0,35.0,Canada,2021,2021-02,12,16,numbness set weight loneliness grows heavier,Negative
422,427,"Tears fall like raindrops, mourning the end of a cherished friendship. ",Negative,2020-11-28 14:20:00, FriendshipsEnd  ,Facebook, #Grief #LostFriendship                  ,22.0,45.0,UK,2020,2020-11,28,14,tear fall like raindrop mourning end cherished friendship,Positive
423,428,"Despair clouds the mind, feeling adrift in an endless sea of darkness. ",Negative,2016-05-15 22:30:00, LostInDarkness  ,Instagram, #Despair #EndlessDarkness               ,28.0,55.0,Australia,2016,2016-05,15,22,despair cloud mind feeling adrift endless sea darkness,Negative
424,429,"Shattered by betrayal, trust crumbles like fragile glass.          ",Negative,2018-09-10 13:15:00, BrokenTrust     ,Twitter, #Betrayal #ShatteredTrust               ,22.0,45.0,Germany,2018,2018-09,10,13,shattered betrayal trust crumbles like fragile glass,Negative
425,430,"Aching heart, the symphony of pain plays in the silence of solitude. ",Negative,2022-03-20 19:30:00, SilentSufferer  ,Facebook, #Suffering #HeartacheSymphony          ,25.0,50.0,Brazil,2022,2022-03,20,19,aching heart symphony pain play silence solitude,Neutral
426,431,"Emotional storm, a whirlwind of sadness engulfs every thought.    ",Negative,2017-07-18 17:45:00, StormyFeelings  ,Instagram, #EmotionalStorm #SadnessWhirlwind      ,30.0,60.0,India,2017,2017-07,18,17,emotional storm whirlwind sadness engulfs every thought,Negative
427,432,"Haunted by regrets, the ghost of the past lingers relentlessly.   ",Negative,2018-12-15 10:00:00, LingeringGhost  ,Twitter, #Regret #HauntedPast                    ,18.0,35.0,France,2018,2018-12,15,10,haunted regret ghost past lingers relentlessly,Negative
428,433,"Torn apart by grief, the echoes of loss reverberate through the soul. ",Negative,2015-06-28 21:15:00, EchoesOfLoss    ,Facebook, #Grief #TornApart                       ,28.0,55.0,Italy,2015,2015-06,28,21,torn apart grief echo loss reverberate soul,Negative
429,434,"Isolation deepens, an emotional winter where warmth is but a distant memory. ",Negative,2020-04-02 14:20:00, WinterOfEmotions ,Instagram, #Isolation #EmotionalWinter            ,35.0,70.0,Japan,2020,2020-04,2,14,isolation deepens emotional winter warmth distant memory,Positive
430,435,"Soul-crushing disappointment, hopes shattered like fragile glass. ",Negative,2019-10-08 18:30:00, ShatteredHopes  ,Twitter, #Disappointment #CrushedHopes          ,20.0,40.0,Spain,2019,2019-10,8,18,soulcrushing disappointment hope shattered like fragile glass,Negative
431,436,"Painful echoes of a love once cherished, now lost in the abyss of time. ",Negative,2016-11-22 09:45:00, AbyssOfTime     ,Facebook, #LostLove #PainfulEchoes               ,22.0,45.0,Netherlands,2016,2016-11,22,9,painful echo love cherished lost abyss time,Positive
432,437,"Heartache deepens, a solitary journey through the abyss of despair. ",Negative,2022-08-18 22:00:00, SolitaryDescent ,Instagram, #Despair #AbyssOfHeartache             ,40.0,80.0,South Africa,2022,2022-08,18,22,heartache deepens solitary journey abyss despair,Negative
433,438,"Melancholy lingers, a bittersweet serenade in the quietude of solitude. ",Negative,2017-03-12 23:30:00, SerenadeOfSolitude ,Twitter, #Melancholy #QuietSerenade             ,18.0,35.0,UK,2017,2017-03,12,23,melancholy lingers bittersweet serenade quietude solitude,Negative
434,439,"Bitterness like a poison, seeping into every crevice of the wounded heart. ",Negative,2015-12-15 16:15:00, PoisonedHeart   ,Facebook, #Bitterness #WoundedHeart              ,25.0,50.0,Australia,2015,2015-12,15,16,bitterness like poison seeping every crevice wounded heart,Positive
435,440,"Emotional exhaustion, the weight of the world crushing weary shoulders. ",Neutral,2021-09-05 13:30:00, WearySoulCrushed ,Instagram, #Exhaustion #CrushedSpirit             ,35.0,70.0,Canada,2021,2021-09,5,13,emotional exhaustion weight world crushing weary shoulder,Negative
436,441,"Sorrowful echoes, a symphony of pain played by the strings of loss. ",Negative,2018-05-22 20:45:00, StringsOfSorrow ,Twitter, #Sorrow #SymphonyOfLoss                ,18.0,35.0,Germany,2018,2018-05,22,20,sorrowful echo symphony pain played string loss,Negative
437,442,"Darkness descends, engulfing the soul in the shadows of despair.  ",Negative,2016-07-10 18:20:00, SoulInShadow    ,Facebook, #Darkness #SoulEngulfed                 ,28.0,55.0,USA,2016,2016-07,10,18,darkness descends engulfing soul shadow despair,Negative
438,443,"Desperation whispers, the silent plea for a glimmer of hope in the abyss. ",Negative,2019-04-30 14:00:00, WhisperedDespair ,Instagram, #Desperation #GlimmerOfHope            ,22.0,45.0,France,2019,2019-04,30,14,desperation whisper silent plea glimmer hope abyss,Neutral
439,444,"Heart in ruins, the remnants of shattered dreams scattered in the wind. ",Neutral,2022-01-08 11:30:00, DreamsInWind    ,Twitter, #Ruins #ShatteredDreams                ,20.0,40.0,Brazil,2022,2022-01,8,11,heart ruin remnant shattered dream scattered wind,Negative
440,445,"Shattered by the echoes of a shattered dream, fragments of hope scattered. ",Negative,2017-09-10 19:15:00, DreamEchoes ,Twitter, #Desolation #ScatteredHope ,20.0,40.0,Australia,2017,2017-09,10,19,shattered echo shattered dream fragment hope scattered,Negative
441,446,"Avoiding the thorns of regret, walking barefoot on the path of remorse. ",Negative,2022-04-18 11:30:00, RemorseWalker ,Instagram, #Regret #PathOfRemorse ,25.0,50.0,Canada,2022,2022-04,18,11,avoiding thorn regret walking barefoot path remorse,Negative
442,447,"In the labyrinth of grief, the walls echo with the footsteps of lost joy. ",Negative,2018-12-05 21:45:00, JoyLabyrinth ,Facebook, #Grief #LostJoyFootsteps ,18.0,35.0,USA,2018,2018-12,5,21,labyrinth grief wall echo footstep lost joy,Negative
443,448,"A soul adrift in the sea of solitude, waves of loneliness crashing relentlessly. ",Negative,2016-06-28 14:20:00, SolitudeSeas ,Twitter, #Loneliness #CrashingWaves ,22.0,45.0,UK,2016,2016-06,28,14,soul adrift sea solitude wave loneliness crashing relentlessly,Negative
444,449,"The bitterness of betrayal, a taste that lingers, staining the palate of trust. ",Negative,2019-10-22 17:00:00, PalateStainer ,Instagram, #Bitterness #StainedTrust ,15.0,30.0,Germany,2019,2019-10,22,17,bitterness betrayal taste lingers staining palate trust,Negative
445,450,"In the ruins of hope, echoes of shattered dreams whisper tales of loss. ",Negative,2021-03-15 22:45:00, HopeRuins ,Facebook, #Desolation #WhisperedLoss ,28.0,55.0,Brazil,2021,2021-03,15,22,ruin hope echo shattered dream whisper tale loss,Negative
446,451,"Sinking like a stone in the ocean of heartbreak, each ripple a sigh of despair. ",Negative,2017-08-10 19:30:00, OceanSinker ,Twitter, #Heartbreak #RippleOfDespair ,22.0,45.0,France,2017,2017-08,10,19,sinking like stone ocean heartbreak ripple sigh despair,Negative
447,452,"Tears, the ink staining the pages of a journal, a testament to silent grief. ",Negative,2023-01-28 14:30:00, InkJournalist ,Instagram, #Grief #SilentTears ,30.0,60.0,India,2023,2023-01,28,14,tear ink staining page journal testament silent grief,Negative
448,453,"In the wasteland of lost trust, the echoes of broken promises reverberate. ",Negative,2016-12-12 10:00:00, TrustWasteland ,Facebook, #Betrayal #ReverberatingPromises ,25.0,50.0,Italy,2016,2016-12,12,10,wasteland lost trust echo broken promise reverberate,Positive
449,454,"Avoiding the shards of shattered dreams, walking the tightrope of resilience. ",Positive,2020-07-18 15:15:00, DreamTightrope ,Twitter, #Resilience #TightropeWalk ,35.0,70.0,Japan,2020,2020-07,18,15,avoiding shard shattered dream walking tightrope resilience,Negative
450,455,"Suffocating in the silence of solitude, where echoes of laughter once thrived. ",Negative,2022-05-20 20:30:00, EchoedLaughter ,Instagram, #Isolation #SilentSolitude ,30.0,60.0,South Africa,2022,2022-05,20,20,suffocating silence solitude echo laughter thrived,Positive
451,456,"Haunted by the specter of lost possibilities, a ghost that refuses to fade away. ",Negative,2019-11-08 14:45:00, PossibilityGhost ,Twitter, #Regret #FadingPossibilities ,18.0,35.0,Spain,2019,2019-11,8,14,haunted specter lost possibility ghost refuse fade away,Negative
452,457,"In the labyrinth of despair, the echoes of a broken heart reverberate endlessly. ",Negative,2017-03-28 22:00:00, EndlessLabyrinth ,Facebook, #Despair #EndlessReverberation ,28.0,55.0,Australia,2017,2017-03,28,22,labyrinth despair echo broken heart reverberate endlessly,Negative
453,458,"Sinking like autumn leaves in the river of sorrow, carried away by the current. ",Negative,2020-09-15 18:15:00, RiverOfSorrow ,Instagram, #Sorrow #AutumnLeaves ,22.0,45.0,Canada,2020,2020-09,15,18,sinking like autumn leaf river sorrow carried away current,Negative
454,459,"In the garden of broken dreams, petals fall, a silent testimony to shattered hopes. ",Negative,2018-06-10 13:30:00, DreamGardener ,Twitter, #Desolation #ShatteredHopes ,20.0,40.0,UK,2018,2018-06,10,13,garden broken dream petal fall silent testimony shattered hope,Negative
455,460,"Tears, the currency of grief, spent in the marketplace of lost love and longing. ",Negative,2016-12-22 21:45:00, CurrencyOfTears ,Facebook, #Grief #LostLoveLonging ,25.0,50.0,USA,2016,2016-12,22,21,tear currency grief spent marketplace lost love longing,Negative
456,461,"Wandering in the maze of betrayal, the walls closing in with every wrong turn. ",Negative,2021-01-05 16:20:00, MazeWanderer ,Instagram, #Betrayal #ClosingWalls ,15.0,30.0,Germany,2021,2021-01,5,16,wandering maze betrayal wall closing every wrong turn,Negative
457,462,"A soul weathered by the storm of heartbreak, seeking refuge in the calm after. ",Negative,2019-04-18 11:00:00, StormSeeker ,Twitter, #Heartbreak #CalmAfterStorm ,22.0,45.0,Brazil,2019,2019-04,18,11,soul weathered storm heartbreak seeking refuge calm,Negative
458,463,"In the tapestry of despair, threads of hope unravel, leaving a portrait of sorrow. ",Negative,2017-08-28 19:30:00, TapestrySorrow ,Facebook, #Despair #UnraveledHope ,18.0,35.0,India,2017,2017-08,28,19,tapestry despair thread hope unravel leaving portrait sorrow,Negative
459,464,"Like a withered rose in the garden of love, petals fall, a silent surrender to time. ",Negative,2023-02-10 14:30:00, WitheredRose ,Instagram, #Loss #SilentSurrender ,28.0,55.0,France,2023,2023-02,10,14,like withered rose garden love petal fall silent surrender time,Positive
460,465,"In the void of heartache, echoes of a love song play, each note a pang of longing. ",Neutral,2022-07-10 22:15:00, LoveSongEcho ,Instagram, #Heartache #LoveSongLonging ,30.0,60.0,Japan,2022,2022-07,10,22,void heartache echo love song play note pang longing,Positive
461,466,"Nostalgia, a bittersweet dance in the moonlit ballroom of cherished memories. ",Neutral,2019-05-15 21:30:00, MoonlitMemories ,Twitter, #Nostalgia #CherishedMemories ,18.0,35.0,Italy,2019,2019-05,15,21,nostalgia bittersweet dance moonlit ballroom cherished memory,Positive
462,467,"In the symphony of grief, each tear is a note, composing a melancholic melody. ",Negative,2018-11-28 14:00:00, SymphonyOfTears ,Facebook, #Grief #MelancholicMelody ,22.0,45.0,Germany,2018,2018-11,28,14,symphony grief tear note composing melancholic melody,Negative
463,468,"Betrayal, a venomous serpent slithering through the garden of trust, poisoning roots. ",Negative,2021-03-02 17:45:00, VenomousGarden ,Instagram, #Betrayal #PoisonedTrust ,25.0,50.0,Canada,2021,2021-03,2,17,betrayal venomous serpent slithering garden trust poisoning root,Negative
464,469,"Sinking in the quicksand of despair, the harder you fight, the deeper you descend. ",Negative,2016-10-18 19:30:00, QuicksandFighter ,Twitter, #Despair #DeepDescent ,20.0,40.0,USA,2016,2016-10,18,19,sinking quicksand despair harder fight deeper descend,Negative
465,470,"Wandering through the cemetery of lost dreams, tombstones marking untold sorrows. ",Negative,2020-08-15 12:30:00, DreamCemetery ,Facebook, #Desolation #UntoldSorrows ,28.0,55.0,France,2020,2020-08,15,12,wandering cemetery lost dream tombstone marking untold sorrow,Negative
466,471,"Swept away by the river of regret, the currents of the past refusing to release. ",Negative,2017-04-28 16:20:00, RegretRiver ,Instagram, #Regret #PastCurrents ,18.0,35.0,UK,2017,2017-04,28,16,swept away river regret current past refusing release,Negative
467,472,"Whispers of lost love linger in the attic of the heart, forgotten but not erased. ",Negative,2019-09-10 21:00:00, HeartAttic ,Twitter, #Loss #ForgottenLove ,22.0,45.0,Australia,2019,2019-09,10,21,whisper lost love linger attic heart forgotten erased,Positive
468,473,"In the gallery of broken promises, each shattered vow framed, a painful exhibition. ",Negative,2022-01-28 13:45:00, PromiseGallery ,Facebook, #Betrayal #ShatteredVows ,15.0,30.0,Brazil,2022,2022-01,28,13,gallery broken promise shattered vow framed painful exhibition,Negative
469,474,"The echoes of solitude, a silent conversation between a soul and its shadows. ",Neutral,2016-06-15 22:30:00, EchoedConversation ,Instagram, #Solitude #ShadowConversation ,30.0,60.0,Spain,2016,2016-06,15,22,echo solitude silent conversation soul shadow,Neutral
470,475,"Dancing on sunshine, each step a celebration of the joy found in simple moments. ",Positive,2021-08-20 15:45:00, SunshineDancer ,Instagram, #Joy #SimpleMoments ,40.0,80.0,USA,2021,2021-08,20,15,dancing sunshine step celebration joy found simple moment,Positive
471,476,"Laughter echoes in the air, a chorus of happiness that lifts the spirit higher. ",Positive,2018-04-12 18:30:00, EchoedLaughter ,Twitter, #Happiness #SpiritLifter ,35.0,70.0,Canada,2018,2018-04,12,18,laughter echo air chorus happiness lift spirit higher,Positive
472,477,"In the garden of contentment, each bloom whispers tales of inner peace and joy. ",Positive,2022-02-15 12:20:00, GardenOfJoy ,Facebook, #Contentment #InnerPeace ,25.0,50.0,UK,2022,2022-02,15,12,garden contentment bloom whisper tale inner peace joy,Positive
473,478,"Chasing dreams under the vibrant sky, a journey fueled by hope and enthusiasm. ",Positive,2019-10-28 14:15:00, DreamChaser ,Instagram, #Enthusiasm #HopefulJourney ,30.0,60.0,Australia,2019,2019-10,28,14,chasing dream vibrant sky journey fueled hope enthusiasm,Positive
474,479,"Serenading the stars with a heart full of gratitude, a melody of thankfulness. ",Positive,2017-12-22 21:00:00, StarSerenader ,Twitter, #Gratitude #ThankfulMelody ,22.0,45.0,India,2017,2017-12,22,21,serenading star heart full gratitude melody thankfulness,Positive
475,480,"Basking in the glow of accomplishment, each milestone a stepping stone to happiness. ",Positive,2020-06-10 17:30:00, GlowAchiever ,Facebook, #Accomplishment #HappinessMilestone ,28.0,55.0,Germany,2020,2020-06,10,17,basking glow accomplishment milestone stepping stone happiness,Positive
476,481,"In the dance of positivity, every step is a rhythm, uplifting the soul in harmony. ",Positive,2016-09-18 19:45:00, DanceHarmony ,Instagram, #Positivity #SoulUpliftment ,18.0,35.0,France,2016,2016-09,18,19,dance positivity every step rhythm uplifting soul harmony,Positive
477,482,"Overflowing with joy, a cup of laughter shared with friends, a moment cherished. ",Positive,2023-03-10 14:30:00, LaughterCup ,Twitter, #Joy #CherishedMoment ,20.0,40.0,Japan,2023,2023-03,10,14,overflowing joy cup laughter shared friend moment cherished,Positive
478,483,"Draped in the warmth of kindness, a quilt of compassion stitched with love. ",Positive,2019-05-05 12:15:00, QuiltedCompassion ,Facebook, #Kindness #LoveStitches ,25.0,50.0,Brazil,2019,2019-05,5,12,draped warmth kindness quilt compassion stitched love,Positive
479,484,"In the garden of friendships, each bloom a testament to the beauty of camaraderie. ",Positive,2018-08-28 16:00:00, FriendshipGarden ,Instagram, #Friendship #CamaraderieBlooms ,30.0,60.0,South Africa,2018,2018-08,28,16,garden friendship bloom testament beauty camaraderie,Positive
480,485,"In the embrace of love, each heartbeat is a melody, dancing to the rhythm of affection. ",Positive,2022-11-15 20:45:00, MelodyOfLove ,Twitter, #Love #RhythmOfAffection ,35.0,70.0,USA,2022,2022-11,15,20,embrace love heartbeat melody dancing rhythm affection,Positive
481,486,"Surrounded by the colors of joy, a canvas painted with laughter and endless smiles. ",Positive,2019-07-02 17:00:00, ColorfulLaughter ,Instagram, #Joy #EndlessSmiles ,40.0,80.0,Canada,2019,2019-07,2,17,surrounded color joy canvas painted laughter endless smile,Positive
482,487,"In the symphony of excitement, each note is a burst of energy, igniting the soul with fervor. ",Positive,2021-04-18 14:20:00, SymphonyFervor ,Facebook, #Excitement #IgnitedSoul ,30.0,60.0,UK,2021,2021-04,18,14,symphony excitement note burst energy igniting soul fervor,Positive
483,488,"A surprise gift, wrapped in anticipation, unfolds a moment of delight and wonder. ",Neutral,2023-02-05 19:30:00, WrappedDelight ,Twitter, #Surprise #WonderfulMoment ,25.0,50.0,Australia,2023,2023-02,5,19,surprise gift wrapped anticipation unfolds moment delight wonder,Positive
484,489,"Lost in the maze of curiosity, each twist and turn unveils the treasures of discovery. ",Neutral,2018-09-22 12:45:00, MazeDiscovery ,Instagram, #Curiosity #TreasuresOfDiscovery ,22.0,45.0,India,2018,2018-09,22,12,lost maze curiosity twist turn unveils treasure discovery,Neutral
485,490,"Floating on clouds of gratitude, each raindrop a blessing, a shower of thankfulness. ",Positive,2016-12-10 21:15:00, CloudsOfBlessings ,Facebook, #Gratitude #ShowerOfThankfulness ,28.0,55.0,Germany,2016,2016-12,10,21,floating cloud gratitude raindrop blessing shower thankfulness,Positive
486,491,"Like a comet of inspiration, streaking through the sky of creativity, leaving trails of brilliance. ",Positive,2020-05-28 16:00:00, CometCreativity ,Twitter, #Inspiration #BrilliantTrails ,18.0,35.0,France,2020,2020-05,28,16,like comet inspiration streaking sky creativity leaving trail brilliance,Positive
487,492,"In the celebration of success, fireworks of accomplishment light up the night sky of triumph. ",Positive,2017-11-15 22:30:00, FireworksTriumph ,Instagram, #Success #NightSkyTriumph ,22.0,45.0,Japan,2017,2017-11,15,22,celebration success firework accomplishment light night sky triumph,Positive
488,493,"A symphony of laughter, each note a key to unlocking the door of boundless happiness. ",Positive,2021-08-02 19:00:00, LaughterSymphony ,Facebook, #Happiness #BoundlessLaughter ,30.0,60.0,Brazil,2021,2021-08,2,19,symphony laughter note key unlocking door boundless happiness,Positive
489,494,"In the carnival of emotions, the rollercoaster of thrill sends the heart on a wild ride. ",Positive,2019-03-28 15:30:00, EmotionCarnival ,Instagram, #Thrill #WildHeartRide ,35.0,70.0,South Africa,2019,2019-03,28,15,carnival emotion rollercoaster thrill sends heart wild ride,Positive
490,495,"Standing before the grandeur of the Eiffel Tower, a moment to reflect on the beauty of Parisian dreams. ",Positive,2018-05-12 17:30:00, ParisDreamer ,Twitter, #Reflection #ParisianDreams ,28.0,55.0,France,2018,2018-05,12,17,standing grandeur eiffel tower moment reflect beauty parisian dream,Positive
491,496,"Lost in the enchantment of Disneyland, each ride a journey into the realm of childhood fantasies. ",Positive,2022-09-28 15:45:00, DisneylandExplorer ,Instagram, #Enchantment #ChildhoodFantasies ,30.0,60.0,USA,2022,2022-09,28,15,lost enchantment disneyland ride journey realm childhood fantasy,Negative
492,497,"Exploring the wonders of Ferrari World, the roar of engines creating a symphony of speed. ",Positive,2019-11-10 14:00:00, FerrariSpeedster ,Facebook, #Excitement #SymphonyOfSpeed ,22.0,45.0,Italy,2019,2019-11,10,14,exploring wonder ferrari world roar engine creating symphony speed,Positive
493,498,"Amidst the tulip fields of Keukenhof, a tapestry of colors that paints the soul with springtime joy. ",Positive,2021-04-02 18:20:00, KeukenhofAdventurer ,Instagram, #Joy #SpringtimeColors ,35.0,70.0,Netherlands,2021,2021-04,2,18,amidst tulip field keukenhof tapestry color paint soul springtime joy,Positive
494,499,"Wandering through the historical streets of Kyoto, each step a journey into the heart of Japan's traditions. ",Positive,2017-08-22 21:30:00, KyotoAdventurer ,Twitter, #Exploration #JapaneseTraditions ,18.0,35.0,Japan,2017,2017-08,22,21,wandering historical street kyoto step journey heart japan tradition,Positive
495,500,"In the embrace of the Grand Canyon, nature's masterpiece, a moment to marvel at Earth's grandeur. ",Positive,2020-06-15 16:45:00, CanyonMarveler ,Instagram, #Awe #EarthsGrandeur ,25.0,50.0,USA,2020,2020-06,15,16,embrace grand canyon nature masterpiece moment marvel earth grandeur,Positive
